date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:07:13	64171/64171	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Feb%202019%2013:50:55%20GMT	http://tongdai-fpt.com/image/cache/catalog/slider/bg-support-1200x630.png	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/cache/catalog/slider/bg-support-1200x630.png	(from http://tongdai-fpt.com/bao-hong-mang-fpt-ha-noi)
09:07:14	7194/7194	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Mar%202019%2002:07:14%20GMT	http://tongdai-fpt.com/dang-ky-lap-mang-internet-fpt-bac-giang	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/dang-ky-lap-mang-internet-fpt-bac-giang.7b.delayed	(from http://tongdai-fpt.com/khuyen-mai-lap-mang-fpt-ha-noithang-4-nam-2018)
09:07:16	75927/75927	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Feb%202019%2021:51:57%20GMT	http://tongdai-fpt.com/image/cache/catalog/tin-tuc/fpt-bacgiang-khuyen-mai-thang-4-1200x630.jpg	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/cache/catalog/tin-tuc/fpt-bacgiang-khuyen-mai-thang-4-1200x630.jpg	(from http://tongdai-fpt.com/khuyen-mai-lap-mang-fpt-ha-noithang-4-nam-2018)
09:07:17	171417/171417	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Nov%202018%2002:44:03%20GMT	http://tongdai-fpt.com/image/catalog/FPT%20Bac%20Giang/4de33e82b7.jpeg	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/catalog/FPT%20Bac%20Giang/4de33e82b7.jpg	(from http://tongdai-fpt.com/tong-dai-fpt-bac-giang-lap-mang-internet-qua-tong-dai-fpt)
09:07:39	141285/141285	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Feb%202019%2021:51:58%20GMT	http://tongdai-fpt.com/image/cache/catalog/tin-tuc/hifpt12-7823-1516613275-1200x630.jpg	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/cache/catalog/tin-tuc/hifpt12-7823-1516613275-1200x630.jpg	(from http://tongdai-fpt.com/uu-dai-danh-rieng-cho-khach-hang-fpt-telecom-khi-mua-sam-tai-fpt-shop)
09:07:43	153604/153604	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Nov%202018%2002:44:03%20GMT	http://tongdai-fpt.com/image/catalog/tin-tuc/hifpt12-7823-1516613275.jpg	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/catalog/tin-tuc/hifpt12-7823-1516613275.jpg	(from http://tongdai-fpt.com/uu-dai-danh-rieng-cho-khach-hang-fpt-telecom-khi-mua-sam-tai-fpt-shop)
09:07:44	188436/188436	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Feb%202019%2021:51:58%20GMT	http://tongdai-fpt.com/image/cache/catalog/tin-tuc/khuyenmait3-1200x630.jpg	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/cache/catalog/tin-tuc/khuyenmait3-1200x630.jpg	(from http://tongdai-fpt.com/khuyen-mai-lap-mang-fpt-bac-giang-thang-3-nam-2018)
09:07:59	89239/89239	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Feb%202019%2021:52:01%20GMT	http://tongdai-fpt.com/image/cache/catalog/FPT%20Bac%20Giang/popup-tet-01-01-1200x630.jpg	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/cache/catalog/FPT%20Bac%20Giang/popup-tet-01-01-1200x630.jpg	(from http://tongdai-fpt.com/khuyen-mai-internet-fpt-bac-giang-thang-2-nam-2018)
09:08:29	183256/183256	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Nov%202018%2002:44:03%20GMT	http://tongdai-fpt.com/image/catalog/FPT%20Bac%20Giang/popup-tet-01-01.jpg	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/catalog/FPT%20Bac%20Giang/popup-tet-01-01.jpg	(from http://tongdai-fpt.com/khuyen-mai-internet-fpt-bac-giang-thang-2-nam-2018)
09:08:36	327360/327360	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Nov%202018%2002:44:03%20GMT	http://tongdai-fpt.com/image/catalog/tin-tuc/vanlocxuan.png	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/catalog/tin-tuc/vanlocxuan.png	(from http://tongdai-fpt.com/fpt-bac-giang-khuyen-mai-van-qua-tet-ket-loc-xuan)
09:08:52	141833/141833	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Nov%202018%2002:44:03%20GMT	http://tongdai-fpt.com/image/catalog/FPT%20Bac%20Giang/bang-gia-cuoc-fpt.PNG	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/catalog/FPT%20Bac%20Giang/bang-gia-cuoc-fpt.png	(from http://tongdai-fpt.com/khuyen-mai-internet-fpt-bac-giang-thang-2-nam-2018)
09:09:09	563615/563615	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Feb%202019%2021:52:00%20GMT	http://tongdai-fpt.com/image/cache/catalog/tin-tuc/vanlocxuan-1200x630.png	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/cache/catalog/tin-tuc/vanlocxuan-1200x630.png	(from http://tongdai-fpt.com/fpt-bac-giang-khuyen-mai-van-qua-tet-ket-loc-xuan)
09:09:36	160721/160721	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Feb%202019%2010:51:35%20GMT	http://tongdai-fpt.com/image/cache/catalog/nhung-hinh-anh-gan-lien-voi-thu-do-ha-noi-1200x630.jpg	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/cache/catalog/nhung-hinh-anh-gan-lien-voi-thu-do-ha-noi-1200x630.jpg	(from http://tongdai-fpt.com/lap-mang-fpt)
09:09:43	969144/969144	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Nov%202018%2002:44:03%20GMT	http://tongdai-fpt.com/image/catalog/FPT%20Bac%20Giang/cap-quang-dn.png	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/catalog/FPT%20Bac%20Giang/cap-quang-dn.png	(from http://tongdai-fpt.com/khuyen-mai-lap-mang-fpt-ha-noithang-4-nam-2018)
09:09:51	89895/89895	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Mar%202019%2002:05:49%20GMT	http://tongdai-fpt.com/image/cache/catalog/FPT%20Bac%20Giang/huong-dan-thanh-toan-fpt-1200x630.jpg	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/cache/catalog/FPT%20Bac%20Giang/huong-dan-thanh-toan-fpt-1200x630.jpg	(from http://tongdai-fpt.com/thanh-toan-cuoc-internet-fpt)
09:10:19	272561/272561	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Dec%202018%2015:33:48%20GMT	http://tongdai-fpt.com/image/catalog/anh_thumbnail.jpg	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/catalog/anh_thumbnail.jpg	(from http://tongdai-fpt.com/thanh-toan-cuoc-internet-fpt)
09:10:19	588602/588602	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Dec%202018%2015:20:08%20GMT	http://tongdai-fpt.com/image/catalog/quang_truong_ba_dinh_1.png	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/catalog/quang_truong_ba_dinh_1.png	(from http://tongdai-fpt.com/lap-mang-fpt-thuong-tin)
09:10:27	900751/900751	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Mar%202019%2002:05:08%20GMT	http://tongdai-fpt.com/image/cache/catalog/quang_truong_ba_dinh_1-1200x630.png	C:/Users/bangn/Desktop/FPT/tongdai-fpt.com/image/cache/catalog/quang_truong_ba_dinh_1-1200x630.png	(from http://tongdai-fpt.com/fpt-bac-giang-dich-vu-internet-danh-cho-moi-gia-dinh)
